Date,HAPP artefact number,Flake Type,Mass (g),Max Length (mm),Block Length (mm),Perc Lenth (mm),Prox Width (mm),Med Width (mm),Dist Width (mm),Prox Thickness (mm),Med Thickness (mm),Distalness of Max W (mm),Dist Thickness (mm),Distalness of Max Th (mm),Plat Width (mm),Plat Thickness (mm),Int Plat Angle,Ext Plat Angle,Plat surface,Overhang removal,Initiation,Bulb of percussion,Erailure scar,Termination,Raw Material,Dorsal Cortex (%),Platform Cortex (%),Dorsal Scars,Parallel Scars,Dorsal Terminations,Aberrant Terminations,Rotations,Cortex Location,Plat Preparation,Non-plat Cortex (%),Longest Face (mm),FS1 Length (mm),FS1 Prox Wid (mm),FS1 Med Wid (mm),FS1 Dist Wid (mm),FS1 Plat Angle,FS1 Termination,FS2 Length (mm),FS2 Prox Wid (mm),FS2 Med Wid (mm),FS2 Dist Wid (mm),FS2 Plat Angle,FS2 Termination,FS3 Length (mm),FS3 Prox Wid (mm),FS3 Med  Wid (mm),FS3 Dist Wid (mm),FS3 Plat Angle,FS3 Termination,FS4 Length (mm),FS4 Prox Wid (mm),FS4 Med Wid (mm),FS4 Dist Wid (mm),FS4 Plat Angle,FS4 Termination,FS5 Length (mm),FS5 Prox Wid (mm),FS5 Med Wid (mm),FS5 Dist Wid (mm),FS5 Plat Angle,FS5 Termination,Square,HAPP Bag,Artefact Class,S1 invas,S1 angle,S2 invas,S2 angle,S3 invas,S3 angle,S4 invas,S4 angle,S5 invas,S5 angle,S6 invas,S6 angle,S7 invas,S7 angle,S8 invas,S9 invas,S9 angle,S10 invas,S10 angle,S12 invas,S12 angle,S14 invas,S14 angle,S16 invas,S16 angle,S15 invas,S15 angle,S13 invas,S13 angle,S11 invas,S11 angle,S8 angle,S1 depth,S2 depth,S3 depth,S4 depth,S5 depth,S6 depth,S7 depth,S8 depth,S9 depth,S10 depth,S11 depth,S12 depth,S13 depth,S14 depth,S15 depth,S16 depth,Retouch1 L (mm),Retouch2 L (mm),Retouch3 L (mm),Total perimeter (mm),R6 depth of retouch (mm),R3 retouch baseline (mm),Scars,Terminations,Recent Damage?,Non-conchoidal fracture planes,HAPP artefact number,comments...,S1 T1,S1 T2,S2 T1,S2 T2,S4 T1,S4 T2,S6 T1,S6 T2,S8 T1,S8 T2,S7 T1,S7 T2,S5 T1,S5 T2,S3 T1,S3 T2,S9 T1,S9 T2,S10 T1,S10 T2,S12 T1,S12 T2,S14 T1,S14 T2,S16 T1,S16 T2,S15 T1,S15 T2,S13 T1,S13 T2,S11 T1,S11 T2,Core geometry,II,GIUR A,RPI,RCI,Auto_Every_2_of_Excavation Unit,Auto_Every_3_of_Excavation Unit,Auto_Every_2_of_Excavation Un_2,Auto_Every_3_of_Excavation Un_2
11/24/05,E6,Complete,1.28,17.8,17.8,17.79,19.57,25.15,14.55,2.53,2.29,8.31,1.13,,13.48,2.12,100,80,1 scar,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,100,0,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E7,Complete,0.93,13.25,12.56,12.56,11.07,25.28,14.65,2.47,2.36,4.83,1.23,,9.99,0.48,40,120,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,90,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E8,Complete,3.96,20.68,19.1,19.1,19.43,27.8,33.92,6.83,4.66,13.37,2.93,,15.88,6.93,60,110,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,10,100,2,1,2,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E9,,1.75,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E10,,254.33,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E11,Complete,3.73,22.13,22.09,22.08,17.68,29.01,19.79,5.24,4.9,7.96,2.99,,18.31,4.63,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,30,100,1,0,1,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E12,Complete,1.7,15.87,11.71,11.71,22.4,30.75,19.78,2.67,4.39,7.61,1.72,,9.45,3.03,90,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,80,100,1,0,1,0,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E13,Complete,39.94,50.15,50.15,50.15,34.75,53.54,40.24,9.39,12.9,24.39,4.24,,27.27,6.84,110,100,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,70,100,3,1,3,1,0,11 (dst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E14A,Long L,9.18,50.14,50.13,50.13,11.35,23.75,14.46,4.13,4.38,26.94,4.6,,9.32,2.16,120,70,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,20,100,2,1,1,1,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E14A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E14B,Long R,2.3,27.6,27.6,27.6,13.02,19.21,8.41,2.86,3.71,12.6,2.14,,10.38,3.19,100,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,1,1,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E14B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,E15,Complete,17.22,38.04,38.04,38.04,29.5,31.48,21.08,12.2,9.17,13.49,2.67,,26.11,13.97,90,70,1 scar,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,20,0,1,0,0,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,70,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,E15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,Hend,,259.3,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Hend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,H1,,19.84,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,H2A,,173.2,,,33.29,64.83,73.64,54.17,39.59,36.49,11.11,25.92,,67.5,36.55,,,,,,,,,Quartzite,,100,,1,,0,0,,Absent,50,31.61,20.15,12.22,21.31,10.71,100,Feather,15.37,6.76,14.07,9.79,80,Feather,,,,,,,,,,,,,,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No,Present,H2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columnar,0,0,0,0,,,,
11/24/05,H2B,,106.01,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,H2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,H3,,76.18,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,H3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,H4,,16.6,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,Oend,,411,,,46.78,83.21,95.17,88.51,52.66,49.95,19.45,33.85,,79.58,45.16,,,,,,,,,Quartzite,,100,,1,,1,1,,OHR,70,46.71,19.8,15.11,19.81,11.43,100,Feather,25.38,13.93,28.65,20.41,90,Step,27.67,20.73,19.02,14.53,100,Feather,25.33,13.05,11.01,6.79,100,Feather,,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,250,,,4,4,No,Absent,Oend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columnar,0,0,0.36,0,,,,
11/24/05,O1,,208.46,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O2,Complete,2.89,22.76,22.76,22.76,22.36,27.07,31.2,5.06,2.31,11.45,1.68,,22.01,4.4,100,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O3,Complete,0.69,17.43,17.41,15.92,14.64,11.41,8.3,2.61,2.21,3.43,1.01,,15.13,2.57,80,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O4A,Complete,3.2,18.71,15.44,15.44,35.99,25.55,17.44,4.8,4.93,5.42,0.99,,34.96,3.04,100,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,2,1,2,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O4B,Complete,0.71,11.72,11.72,10.63,25.72,19.79,11.85,3.14,1.62,2.97,0.69,,25.38,3.18,90,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O5A,Complete,8.24,32.86,29.76,29.76,25.7,24.64,11.34,8.96,7.11,8.24,3.6,,24.68,8.74,80,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,2,0,1,0,1,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O5A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O5B,,4.27,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O6,Complete,1.5,18.3,18.3,18.3,13.48,14.28,9.46,5.46,5.19,5.72,2.92,,11.59,4.56,90,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,50,100,1,1,0,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O6A,Trans Prox,1.48,20.19,7.86,7.86,15.35,39.75,39.77,4.18,4.87,7.58,4.43,,7.54,2.04,60,120,Cortical,Absent,Herztian,Diffuse,Absent,Step,Quartzite,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O6B,,1.71,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O7,,1.09,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O8,Complete,5.74,31.32,27.59,27.59,25.83,22.74,12.4,6.21,4.01,5.45,2.47,,23.79,5.55,80,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,20,100,2,1,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O9,Complete,2.93,18.41,18.39,18.39,23.37,22.77,13.91,7.47,4.87,5.19,2.26,,22.21,7.75,80,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Quartzite,0,100,1,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O10A,Complete,2.52,24.29,24.29,24.27,15.92,16.37,12.28,5.62,4.96,3.92,3.29,,15.34,5.62,80,100,Cortical,Absent,Bending,Absent,Absent,Feather,Quartzite,0,100,4,1,2,1,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O10A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O10B,,1.56,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O10B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O11A,,2.18,,,,,,,,,,,,,,,,,,,,,,Quartzite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Cbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O11A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O11B,Long L,2.51,25.51,23.11,23.11,11.78,14.58,11.38,6.31,5.34,4.57,2.25,,13.1,6.15,70,100,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,100,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O12,Long L,2.39,25.6,25.35,24.99,13.65,14.49,9.82,5.63,4.11,13.39,3.25,,12.93,5.51,80,90,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Quartzite,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,100,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/24/05,O13,Complete,2.65,29.06,29.06,29.06,9.5,17.16,11.83,4.64,2.61,11.24,2.83,,9.43,2.34,80,90,Cortical,Present,Herztian,Diffuse,Absent,Feather,Quartzite,20,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,50,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,O13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,ABend,,248.58,,,47.03,59.99,53.69,43.19,57.8,67.94,12.81,50.1,,58.77,54.73,,,,,,,,,Sandstone,,100,,1,,2,0,,Absent,50,47.03,9.54,14.13,11.87,8.91,90,Step,26.99,21.2,21.73,15.73,90,Step,,,,,,,,,,,,,,,,,,,,,Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No,Present,ABend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,columnar,0,0,0,0,,,,
11/29/05,AB1,Complete,15.38,35.6,46.5,26,37.99,46.1,25.94,8.97,9.36,14,3.54,,37.64,10.98,90,90,Cortical,Absent,Bending,Absent,Absent,Feather,Sandstone,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,20,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB2,Complete,12.44,29.87,26.16,26.16,40.05,39.75,24.01,11.11,10.01,13.21,3.67,,36.96,9.15,90,70,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Sandstone,70,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB3,Complete,19.13,32.6,31.86,31.86,33.85,41.73,33.98,14.74,11.44,18.33,4.98,,32.21,12.48,100,80,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Sandstone,70,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB4,Complete,13.47,34.33,27.85,27.85,37.42,36.38,22.96,13.12,10.14,15.02,5.36,,32.99,12.22,90,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Sandstone,50,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB5,Complete,21.8,38.89,36.35,36.33,32.66,37.29,25.9,17.07,15.27,19.38,4.72,,29.51,14.56,80,100,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Sandstone,70,100,1,0,1,0,0,2a (crsL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB6,Complete,28.77,43.69,41.36,41.35,42.1,44.02,42.34,10.78,11.17,9.39,5.18,,42.47,7.88,90,80,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Sandstone,50,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB7,Complete,1.05,16.22,13.39,13.39,18.52,14.27,8.02,3.35,2.45,4.8,1.07,,16.2,3.04,90,90,Cortical,Absent,Herztian,Pronounced,Absent,Feather,Sandstone,0,100,0,0,0,0,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB8,Complete,19.62,50.79,50.74,50.73,18.64,18.17,24.68,12.39,15.46,45.75,14.19,,18.56,10.81,90,100,Cortical,Present,Herztian,Diffuse,Absent,Feather,Sandstone,50,100,2,2,2,1,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,70,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB9A,Long L,9.16,33.56,23.16,23.16,25.35,31.98,30.51,10.6,11.81,20.73,6.56,,23.85,10.3,70,100,Cortical,Absent,Herztian,Pronounced,Absent,Step,Sandstone,80,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB9A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB9B,Long L,6.91,36.56,36.56,36.55,12.58,16.45,12.18,8.69,8.43,17.9,2.33,,12.22,8.45,90,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Sandstone,100,100,0,0,0,0,0,1 (all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,90,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
11/29/05,AB10,Complete,8.28,37.8,37.76,37.75,15.8,21.45,13.43,9.53,9.38,19.42,4.11,,14.75,7.75,70,110,Cortical,Absent,Herztian,Diffuse,Absent,Feather,Sandstone,90,100,1,0,1,0,0,2b (crsR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flake,,,,,,,,60,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,AB10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
